latitude,longitude
37.59262760480967,126.9657085816752
37.57098422680847,126.99931392538278
37.58292263566904,127.00161410964449
37.57937972066513,126.97155001314808
37.57451956016121,126.9908390952804
37.571586341090836,127.00924039977609
37.573625301430326,126.9911171410876
37.58151953150801,126.99723495817923
37.581663081988324,126.99703682806641
37.57560435054533,126.99750129314162
37.570038088450595,127.01001794035491
37.571206435050854,127.00937261244867
37.56988137703869,127.0093753215633
37.570856317604004,127.0090217947318
37.57576448103989,126.9907014490941
37.57734944322801,126.99031907060913
37.57731411660239,126.9900056422327
37.57010107621574,127.00936959876874
37.58068865079496,127.01511929114398
37.572521531348876,126.98758436137405
37.58021765343164,126.98509880302909
37.57367003017221,126.9913152394009
37.56986263947588,126.97129936419691
37.57418371947431,126.97635074817879
37.56991610045025,126.98785051415855
37.57131072229256,127.00181654255773
37.583902449864404,127.00180194276639
37.58382179185937,127.00144718526742
37.585276102535246,127.00075855688831
37.585143243937914,127.00103580637881
37.585112401116454,127.00115803476538
37.58776383988673,127.00381403820745
37.56985032749051,126.9629974587796
37.575502123049404,126.97574991611005
37.58317411797916,126.99869858627684
37.58319784303414,126.99876118926278
37.57456664452484,126.99106084996167
37.57421409591198,126.99738750309939
37.57423057460676,126.99762995952584
37.579310754185435,126.96870910789615
37.58414919706442,127.00014144695389
37.58429866068804,126.99990593574422
37.57002641024621,127.01248914183903
37.5699253380605,127.01565180055535
37.57012443925756,127.01565759255384
37.57014726537718,127.0160974980599
37.571326516978225,126.99760935480802
37.57182438329454,127.00877751673002
37.57547066252864,126.97635932492882
37.57251785404788,127.00812203899548
37.57938846838903,126.96891015113894
37.57272606417988,127.00876324621746
37.57134299549324,126.99786658531508
37.57432334211686,126.9763404112303
37.572916405717024,127.01593707869618
37.574277648624076,127.00924648295879
37.57796040835401,127.01524947897012
37.577960377282125,127.01548814285368
37.585890554248266,127.00167976060287
37.58595698443485,127.00153666333087
37.586246418621705,127.00176026196631
37.586011552262235,127.00139356558338
37.58592614854478,127.0009970613275
37.57599971923477,126.99764320933839
37.57010805967209,126.98951506550841
37.57862376274094,127.00239502098844
37.58984575206203,126.99826678639148
37.57494548569679,127.00550945115214
37.57047385275599,126.98788590328928
37.57639604805261,127.0020283059414
37.573232413869334,126.99955124434682
37.57337950541125,126.99958701213805
37.5897916262902,126.99837621174969
37.58967734906277,126.9991242525229
37.576035428935555,127.00245455466128
37.589729124195195,126.99929873885362
37.589778541724634,126.99889653094641
37.571060130819184,126.96169001335673
37.57600697015586,127.00188223483835
37.569751265069684,126.96284773992284
37.570404073851954,126.977454883741
37.57034981189002,126.9773983154466
37.5718998919711,127.00894716448916
37.57025600146402,126.9773577065086
37.57638180374086,127.00252908709288
37.57026260938997,126.9780932394447
37.57038045290077,126.97700252487375
37.58069776545763,127.01542410381286
37.58752937582478,127.00394661145985
37.56833833673706,126.96950309683058
37.58995151615927,126.9991819188936
37.56933400548407,126.99214950383426
37.57025418079042,126.99226471603856
37.570242399203444,126.99204296962934
37.590772841268766,126.99951018652254
37.590819907764235,126.99935639887238
37.59227428456833,126.99926470364859
37.592229569693416,126.99911682885545
37.56872644324753,126.99607183406314
37.56881116399357,126.99605409014316
37.56892196530787,126.9978200881897
37.57036008763767,126.99234453435727
37.570593070671535,126.99233564056405
37.570578922854466,126.99192171124648
37.57022104219724,126.98975158040525
37.57040935043282,126.99020687741434
37.57598561015185,127.00233233913158
37.5725253009515,127.01410257974482
37.56901610449734,126.99807139530446
37.57344454513741,126.99742005435999
37.57329157643273,126.99743188665934
37.57252268506579,126.99169950844107
37.569354063669,126.97029727200167
37.56818638664572,126.96872780568482
37.57221028506962,126.98288303504702
37.570105353703035,126.98938723141984
37.57037401046693,126.98974268952487
37.57024538191462,126.9861237857494
37.57031598300927,126.98612377265128
37.57046343774826,126.98973380732959
37.570722499047896,126.99222918775669
37.570713070364164,126.99200152640593
37.57610662732644,127.00029047331576
37.57089174059616,126.9980831735838
37.604976709734814,126.96521927916646
37.59514748463887,126.96380271810074
37.57074347830662,126.99808317738349
37.57025022839782,126.98736852832481
37.56817225212099,126.98784192774752
37.573479846181236,126.99744370724643
37.57231941455921,127.01340673001938
37.57245143060327,126.99776898185851
37.57223172802777,127.0089529546833
37.57244201229629,126.99752653093577
37.57276400439725,126.99160806135059
37.57227751324265,127.00875744315964
37.57948965844797,126.96889236706039
37.57273339333421,126.99136856937125
37.61019558621747,126.97590460546121
37.572627349217704,126.98960045748028
37.57543791469313,126.9773764883733
37.571002436200565,127.00650170983528
37.58152579911299,126.97076778784846
37.58144461057936,126.97077816936478
37.57251674113812,126.98960342958546
37.57267232656126,126.9932194900848
37.58988562019792,126.9989512414859
37.5691044583654,126.98257301649949
37.56909044681071,126.98124878109162
